漢字,羅馬字,建議順序,類型
赥,hik,,甘
赧,lán,,甘
赨,tông,,甘
赫,hik,,甘
赬,tsing,,甘
赬,tshing,,甘
赭,tsiá,,甘
赮,hâ,,甘
赳,kiú,,甘
赳,kiū,,甘
赶,kán,,甘
赽,kuat,,甘
趁,tsín,,甘
趁,thìn,,甘
趂,tsín,,甘
趂,thìn,,甘
趄,tshu,,甘
趄,tsoo,,甘
趇,jip,,甘
趋,tshu,,甘
趍,tî,,甘
趏,kuat,,甘
趐,i̍k,,甘
趑,tsu,,甘
趔,lia̍t,,甘
趖,so,,甘
趘,hi̍k,,甘
趛,gím,,甘
趛,kìm,,甘
趝,kiām,,甘
趝,liām,,甘
趟,tshîng,,甘
趟,tshiōng,,甘
趠,tok,,甘
趡,uí,,甘
趪,hông,,甘
趪,kong,,甘
趫,kiâu,,甘
趭,iāu,,甘
趮,sò,,甘
趯,thik,,甘
趯,io̍k,,甘
趲,tsán,,甘
趲,tsàn,,甘
趴,pâ,,甘
趵,tsiok,,甘
趶,khòo,,甘
趷,gut,,甘
趹,kuat,,甘
趺,hu,,甘
趼,khian,,甘
趼,kián,,甘
趿,khip,,甘
跀,gua̍t,,甘
跁,pâ,,甘
跁,pā,,甘
跂,khì,,甘
跂,kî,,甘
跅,thok,,甘
跈,lián,,甘
跈,thián,,甘
跍,koo,,甘
跎,tô,,甘
跏,ka,,甘
跐,tshú,,甘
跒,kà,,甘
跓,tsū,,甘
跕,liam,,甘
跕,thiap,,甘
跕,tiap,,甘
跖,tsik,,甘
跗,hu,,甘
跗,hū,,甘
跙,tsóo,,甘
跚,san,,甘
跛,phó,,甘
跢,tài,,甘
跢,to,,甘
跣,sián,,甘
跦,tu,,甘
跦,tû,,甘
跧,tshuan,,甘
跨,khua,,甘
跨,khuà,,甘
跨,khòo,,甘
跫,kiông,,甘
跬,khuí,,甘
跬,siat,,甘
跬,tú,,甘
跮,tia̍t,,甘
跲,kiap,,甘
跲,kip,,甘
跴,tshái,,甘
跺,tó,,甘
跼,kio̍k,,甘
跽,kī,,甘
跿,tôo,,甘
踀,tshiok,,甘
踃,siau,,甘
踄,pōo,,甘
踄,po̍k,,甘
踆,tsun,,甘
踆,tsùn,,甘
踉,liông,,甘
踉,lông,,甘
踊,ióng,,甘
踑,ki,,甘
踑,kî,,甘
踒,ui,,甘
踖,tsik,,甘
踘,kiok,,甘
踜,lìng,,甘
踝,huá,,甘
踝,khuà,,甘
踞,ku,,甘
踞,kù,,甘
踟,tî,,甘
踡,kuân,,甘
踣,puê,,甘
踣,po̍k,,甘
踤,tsut,,甘
踥,tshiap,,甘
踦,khi,,甘
踦,kî,,甘
踧,ti̍k,,甘
踧,siok,,甘
踰,jû,,甘
踱,to̍k,,甘
踳,tshún,,甘
踵,tsióng,,甘
踶,tê,,甘
踶,tē,,甘
踷,tóo,,甘
踸,tshím,,甘
踹,thuàn,,甘
踺,kiān,,甘
踼,thóng,,甘
踽,hú,,甘
踽,kú,,甘
踾,pik,,甘
踾,pi̍k,,甘
踿,tsiok,,甘
蹀,tia̍p,,甘
蹂,jiú,,甘
蹂,jiû,,甘
蹃,jio̍k,,甘
蹃,lo̍k,,甘
蹅,tsa,,甘
蹇,kián,,甘
蹋,ta̍p,,甘
蹋,thap,,甘
蹌,tshiong,,甘
蹎,tian,,甘
蹐,tsik,,甘
蹕,pit,,甘
蹖,tsiong,,甘
蹖,tsong,,甘
蹘,liâu,,甘
蹙,tshiok,,甘
蹜,siok,,甘
蹝,sú,,甘
蹠,tsik,,甘
蹡,tshiong,,甘
蹢,tik,,甘
蹢,ti̍k,,甘
蹣,buân,,甘
蹨,jián,,甘
蹨,jiân,,甘
蹩,phiat,,甘
蹩,piat,,甘
蹫,kiok,,甘
蹬,ting,,甘
蹬,tīng,,甘
蹭,tsīng,,甘
蹮,tshian,,甘
蹯,huân,,甘
蹱,tsiong,,甘
蹴,tshiok,,甘
蹵,tshiok,,甘
蹶,khuat,,甘
蹶,khuè,,甘
蹶,kuè,,甘
蹺,khiau,,甘
蹻,khiau,,甘
蹻,kiáu,,甘
蹻,kiok,,甘
蹼,pok,,甘
躁,sò,,甘
躄,phik,,甘
躅,tsiok,,甘
躅,to̍k,,甘
躉,tún,,甘
躋,tse,,甘
躋,tsè,,甘
躐,lia̍p,,甘
躑,ti̍k,,甘
躒,li̍k,,甘
躓,tsì,,甘
躔,tiân,,甘
躔,tiān,,甘
躕,tû,,甘
躗,uē,,甘
躘,liông,,甘
躚,tshian,,甘
躚,sian,,甘
躝,lân,,甘
躡,liap,,甘
躦,tsuan,,甘
躦,tsàn,,甘
躧,sú,,甘
躩,khok,,甘
躪,līn,,甘
躱,tó,,甘
躲,tó,,甘
躳,kiong,,甘
躴,lông,,甘
躶,lō,,甘
躷,ái,,甘
躺,thóng,,甘
躿,khong,,甘
軁,lú,,甘
軂,lò,,甘
軃,thò,,甘
軄,tsit,,甘
軉,gio̍k,,甘
軋,at,,甘
軋,ut,,甘
軏,gua̍t,,甘
軑,tē,,甘
軓,huān,,甘
軔,jīm,,甘
軘,tûn,,甘
軛,ik,,甘
軛,lik,,甘
軜,la̍p,,甘
軝,kî,,甘
軥,kû,,甘
軧,tí,,甘
軫,tsín,,甘
軲,koo,,甘
軵,jióng,,甘
軶,ik,,甘
軹,tsí,,甘
軺,iâu,,甘
軻,kho,,甘
軼,i̍k,,甘
軼,ia̍t,,甘
軼,tia̍t,,甘
軾,sik,,甘
軿,pîn,,甘
輀,jî,,甘
輂,khiok,,甘
輅,lōo,,甘
輇,tshuan,,甘
輈,tsiu,,甘
輊,tsì,,甘
輊,tì,,甘
輐,huān,,甘
輐,uān,,甘
輑,khûn,,甘
輒,tiap,,甘
輖,tsiu,,甘
輗,gê,,甘
輘,lîng,,甘
輚,tsiàn,,甘
輜,tsu,,甘
輞,bóng,,甘
輟,tuat,,甘
輠,hó,,甘
輤,tshiàn,,甘
輥,kún,,甘
輨,kuán,,甘
輬,liông,,甘
輭,juán,,甘
輭,luán,,甘
輮,jiú,,甘
輮,jiû,,甘
輳,tsòo,,甘
輴,tun,,甘
輵,at,,甘
輵,kat,,甘
輶,iû,,甘
輹,hok,,甘
轂,kok,,甘
轅,uân,,甘
轇,kau,,甘
轈,tsâu,,甘
轏,tsiàn,,甘
轐,phok,,甘
轐,po̍k,,甘
轓,huan,,甘
轔,lîn,,甘
轕,kat,,甘
轗,khám,,甘
轘,huân,,甘
轞,lām,,甘
轡,pì,,甘
轢,li̍k,,甘
轣,li̍k,,甘
轤,lôo,,甘
辢,lua̍t,,甘
辢,la̍t,,甘
辧,pān,,甘
辵,tshiok,,甘
迁,tshian,,甘
迄,git,,甘
迄,gut,,甘
过,kò,,甘
迊,gîng,,甘
迋,ōng,,甘
迌,thô,,甘
迍,tun,,甘
迒,hâng,,甘
迒,hông,,甘
迓,gā,,甘
迕,gōo,,甘
迕,ngóo,,甘
还,huan,,甘
这,gān,,甘
迢,siâu,,甘
迢,tiâu,,甘
迥,híng,,甘
迥,kíng,,甘
迨,tāi,,甘
迮,tsik,,甘
迮,tsok,,甘
迯,tô,,甘
迹,tsik,,甘
迺,nái,,甘
迿,sûn,,甘
迿,tsùn,,甘
适,kuat,,甘
逄,pâng,,甘
逅,hōo,,甘
逋,pôo,,甘
逌,iû,,甘
逑,kiû,,甘
逓,tuē,,甘
逕,kìng,,甘
逖,ti̍k,,甘
逗,tōo,,甘
這,tsé,,甘
這,gān,,甘
逛,kóng,,甘
逛,kòng,,甘
逡,tsùn,,甘
逩,phun,,甘
逩,phùn,,甘
逫,kuat,,甘
逫,tuat,,甘
逭,kuán,,甘
逯,lio̍k,,甘
逵,kuî,,甘
逶,ui,,甘
逾,jû,,甘
逿,tông,,甘
逿,tōng,,甘
遐,hâ,,甘
遐,hô,,甘
遑,hông,,甘
遒,iû,,甘
遘,kòo,,甘
遛,liû,,甘
遝,ta̍p,,甘
遢,thap,,甘
遫,thik,,甘
遬,sok,,甘
遯,tūn,,甘
遰,tài,,甘
遰,tē,,甘
遱,lôo,,甘
遶,jiáu,,甘
遶,jiâu,,甘
遹,u̍t,,甘
遻,gōo,,甘
遻,go̍k,,甘
遽,kù,,甘
邂,hāi,,甘
邅,tsian,,甘
邇,jínn,,甘
邈,biáu,,甘
邋,lia̍p,,甘
邐,lí,,甘
邔,kī,,甘
邕,iong,,甘
邘,hân,,甘
邙,bông,,甘
邛,giông,,甘
邛,kiông,,甘
邠,pin,,甘
邡,hong,,甘
邡,hóng,,甘
邢,hîng,,甘
那,lô,,甘
那,ná,,甘
邧,guân,,甘
邨,tshuan,,甘
邨,tshun,,甘
邯,ham,,甘
邯,hân,,甘
邰,thai,,甘
邱,khiu,,甘
邲,pì,,甘
邲,pi̍t,,甘
邳,phi,,甘
邴,píng,,甘
邴,pìng,,甘
邵,siāu,,甘
邶,puē,,甘
邽,ke,,甘
邽,kui,,甘
邾,tsu,,甘
邾,tu,,甘
郃,ha̍p,,甘
郄,khik,,甘
郅,tsit,,甘
郇,huân,,甘
郇,sûn,,甘
郈,hōo,,甘
郔,iân,,甘
郕,sîng,,甘
郗,hi,,甘
郗,thi,,甘
郚,ngôo,,甘
郛,hu,,甘
郜,khò,,甘
郜,khok,,甘
郝,hi̍k,,甘
郝,sik,,甘
郝,hok,,甘
郟,kiap,,甘
郢,íng,,甘
郢,thíng,,甘
郣,pu̍t,,甘
郤,khik,,甘
郪,tshe,,甘
郫,pì,,甘
郯,tâm,,甘
郱,pîn,,甘
郲,lâi,,甘
郳,gê,,甘
郴,thim,,甘
郾,ián,,甘
郿,bî,,甘
鄀,jio̍k,,甘
鄂,go̍k,,甘
鄃,jû,,甘
鄃,su,,甘
鄄,kuàn,,甘
鄆,ūn,,甘
鄇,hôo,,甘
鄎,sik,,甘
鄏,jio̍k,,甘
鄑,tsìn,,甘
鄒,tsoo,,甘
鄔,oo,,甘
鄔,óo,,甘
鄖,ûn,,甘
鄗,hō,,甘
鄗,khau,,甘
鄘,iông,,甘
鄜,hu,,甘
鄜,lo̍k,,甘
鄝,liáu,,甘
鄞,gûn,,甘
鄟,tsuan,,甘
鄠,hōo,,甘
鄢,ian,,甘
鄣,tsiong,,甘
鄣,tsiòng,,甘
鄤,bân,,甘
鄩,sîm,,甘
鄫,tsing,,甘
鄬,uî,,甘
鄮,bōo,,甘
鄱,phuân,,甘
鄲,tan,,甘
鄳,bông,,甘
鄴,gia̍p,,甘
鄵,tshò,,甘
鄶,kuè,,甘
鄷,hong,,甘
鄹,tsoo,,甘
鄾,iu,,甘
酃,lîng,,甘
酅,hê,,甘
酇,tsàn,,甘
酈,li̍k,,甘
酈,lê,,甘
酊,tíng,,甘
酎,tiū,,甘
酕,môo,,甘
酖,tam,,甘
酖,thìm,,甘
酘,tôo,,甘
酡,tô,,甘
酢,tshòo,,甘
酢,niàu,,甘
酢,tso̍k,,甘
酣,ham,,甘
酤,koo,,甘
酩,bíng,,甘
酪,lo̍k,,甘
酲,tîng,,甘
酳,īn,,甘
酴,tôo,,甘
酶,muî,,甘
酹,luī,,甘
酺,pôo,,甘
醁,lio̍k,,甘
醄,tô,,甘
醅,phue,,甘
醆,tsán,,甘
醊,tuat,,甘
醍,thé,,甘
醍,thê,,甘
醐,ôo,,甘
醓,tham,,甘
醓,thám,,甘
醞,ùn,,甘
醟,īng,,甘
醡,tsà,,甘
醢,hái,,甘
醥,phiáu,,甘
醦,tshám,,甘
醦,sam,,甘
醨,lî,,甘
醪,lô,,甘
醭,phok,,甘
醭,po̍k,,甘
醯,he,,甘
醰,thâm,,甘
醱,puat,,甘
醲,lông,,甘
醵,kio̍k,,甘
醹,jú,,甘
醹,jû,,甘
醺,hun,,甘
醾,bî,,甘
醿,bî,,甘
釁,hùn,,甘
釂,tsiàu,,甘
釂,tsiok,,甘
釃,su,,甘
釄,bî,,甘
釅,giâm,,甘
釆,piān,,甘
釉,iū,,甘
釖,to,,甘
釗,tsiau,,甘
釜,hú,,甘
釞,tsip,,甘
釤,sam,,甘
釤,sàm,,甘
釦,khóo,,甘
釦,khòo,,甘
釫,hua,,甘
釫,huâ,,甘
釬,hān,,甘
釭,kong,,甘
釱,tē,,甘
釴,i̍k,,甘
釾,iâ,,甘
釿,kun,,甘
鈀,pa,,甘
鈁,hong,,甘
鈃,kian,,甘
鈄,thóo,,甘
鈅,gua̍t,,甘
鈆,iân,,甘
鈇,hu,,甘
鈉,la̍p,,甘
鈋,ngôo,,甘
鈎,koo,,甘
鈐,khiâm,,甘
鈒,khip,,甘
鈒,sap,,甘
鈚,pî,,甘
鈣,bián,,甘
鈪,lik,,甘
鈶,sū,,甘
鈷,kóo,,甘
鈹,phi,,甘
鈺,gio̍k,,甘
鈿,tiân,,甘
鈿,tiān,,甘
鉀,kap,,甘
鉄,thiat,,甘
鉅,kū,,甘
鉆,khiâm,,甘
鉆,tiam,,甘
鉉,hiân,,甘
鉊,tsiau,,甘
鉋,pâu,,甘
鉋,phāu,,甘
鉏,tsoo,,甘
鉏,tsóo,,甘
鉏,thû,,甘
鉑,po̍k,,甘
鉒,tsù,,甘
鉚,kóng,,甘
鉞,ua̍t,,甘
鉣,kiap,,甘
鉦,tsing,,甘
鉧,bóng,,甘
鉶,hîng,,甘
鉼,píng,,甘
銁,kun,,甘
銇,luī,,甘
銌,tsūn,,甘
銍,tsik,,甘
銍,tsit,,甘
銎,khiong,,甘
銑,sián,,甘
銓,tshuan,,甘
銓,suān,,甘
銕,thiat,,甘
銖,sû,,甘
銖,tsu,,甘
銙,khuá,,甘
銚,tiāu,,甘
銛,siam,,甘
銛,thiám,,甘
銜,hâm,,甘
銞,kun,,甘
銶,kiû,,甘
銹,siù,,甘
銼,tsho,,甘
銼,tshò,,甘
鋂,muî,,甘
鋃,lông,,甘
鋄,kiám,,甘
鋅,tsú,,甘
鋆,ûn,,甘
鋈,ak,,甘
鋈,ok,,甘
鋉,sok,,甘
鋊,io̍k,,甘
鋌,thíng,,甘
鋍,pu̍t,,甘
鋏,kiap,,甘
鋑,tshuan,,甘
鋑,tsùn,,甘
鋕,tsì,,甘
鋘,ngôo,,甘
鋙,gú,,甘
鋛,tshuàn,,甘
鋝,luat,,甘
鋟,tshím,,甘
鋣,iâ,,甘
鋦,kiok,,甘
鋧,hiān,,甘
鋩,bông,,甘
鋯,khò,,甘
鋾,tô,,甘
錁,kó,,甘
錈,kuán,,甘
錔,thap,,甘
錕,hûn,,甘
錕,khun,,甘
錙,tsu,,甘
錚,tsing,,甘
錛,phun,,甘
錜,liap,,甘
錞,sûn,,甘
錞,tuī,,甘
錡,kî,,甘
錣,tuat,,甘
錤,ki,,甘
錤,kî,,甘
錧,kuán,,甘
錭,tiau,,甘
錭,to,,甘
錭,tô,,甘
錮,kòo,,甘
鍁,hiam,,甘
鍇,khái,,晉波
鍇,kai,,甘
鍈,ing,,甘
鍉,sî,,甘
鍉,tê,,甘
鍔,go̍k,,甘
鍝,gû,,甘
鍠,hông,,甘
鍡,ue,,甘
鍤,tshap,,甘
鍧,hong,,甘
鍪,bôo,,甘
鍪,mâu,,甘
鍫,tshiau,,甘
鍫,tshiâu,,甘
鍬,tshiau,,甘
鍬,tshiâu,,甘
鍭,hôo,,甘
鍮,thoo,,甘
鍰,huân,,甘
鍱,tia̍p,,甘
鎊,pông,,甘
鎋,hat,,甘
鎌,liâm,,甘
鎍,sik,,甘
鎏,liû,,甘
鎒,lōo,,甘
鎗,tshiong,,甘
鎘,li̍k,,甘
鎙,sok,,甘
鎚,thuî,,甘
鎚,tsui,,甘
鎛,phok,,甘
鎞,pi,,甘
鎞,pî,,甘
鎠,kong,,甘
鎡,tsu,,甘
鎣,îng,,甘
鎤,hong,,甘
鎤,hóng,,甘
鎧,khái,,甘
鎩,sat,,甘
鎪,soo,,甘
鎪,so,,甘
鎬,hō,,甘
鎬,kó,,甘
鎰,ik,,甘
鎳,gia̍t,,甘
鏇,suân,,甘
鏇,suān,,甘
鏈,liân,,甘
鏊,ngōo,,甘
鏊,gō,,甘
鏌,bo̍k,,甘
鏐,liû,,甘
鏑,tik,,甘
鏕,lo̍k,,甘
鏖,phiau,,甘
鏗,khian,,甘
鏚,tshik,,甘
鏜,tông,,彙音
鏜,thong,,甘
鏝,buán,,甘
鏞,iông,,甘
鏟,sán,,甘
鏤,lôo,,甘
鏤,lô,,甘
鏦,tshiong,,甘
鏦,tshong,,甘
鏨,tsām,,甘
鏴,lōo,,甘
鏵,hua,,甘
鏷,po̍k,,甘
鏹,kióng,,甘
鏺,phuat,,甘
鏾,sàn,,甘
鐀,kuī,,甘
鐄,hîng,,甘
鐄,hông,,甘
鐆,suī,,甘
鐇,huan,,甘
鐋,thóng,,甘
鐍,kuat,,甘
鐎,tsiau,,甘
鐏,tsun,,甘
鐓,tun,,甘
鐔,sîm,,甘
鐕,tshiám,,甘
鐖,ki,,甘
鐙,ting,,甘
鐙,tìng,,甘
鐧,kán,,甘
鐩,suī,,甘
鐮,liâm,,甘
鐰,sò,,甘
鐱,tshiam,,甘
鐱,khiām,,甘
鐲,sio̍k,,甘
鐲,to̍k,,甘
鐶,huân,,甘
鐸,to̍k,,甘
鐺,thong,,甘
鐺,tong,,甘
鐻,kù,,甘
鑊,hōo,,甘
鑐,jû,,甘
鑐,su,,甘
鑒,kàm,,甘
鑕,tsit,,甘
鑛,kóng,,甘
鑞,lia̍p,,甘
鑠,siok,,甘
鑠,lik,,甘
鑠,liok,,甘
鑢,lū,,甘
鑣,phiau,,甘
鑪,lôo,,甘
鑭,lān,,甘
鑮,phok,,甘
鑮,po̍k,,甘
鑯,tsiam,,甘
鑲,siong,,甘
鑴,tshuan,,甘
鑴,hê,,甘
鑵,kuàn,,甘
鑷,liap,,甘
钁,khok,,甘
镽,liáu,,甘
镽,liâu,,甘
閆,iâm,,甘
閈,hān,,甘
閌,khong,,甘
閌,khòng,,甘
閎,hông,,甘
閑,hân,,甘
閕,gâ,,甘
閛,phing,,甘
閜,khó,,甘
閟,pì,,甘
閡,gāi,,甘
閡,hāi,,甘
閡,khai,,甘
閡,khái,,甘
閤,ha̍p,,甘
閤,khap,,甘
閥,hua̍t,,甘
閦,tshiok,,甘
閧,hāng,,甘
閨,ke,,甘
閨,kui,,甘
閭,lû,,甘
閶,tshiong,,甘
閺,bûn,,甘
閺,būn,,甘
閼,at,,甘
閽,hun,,甘
閾,hi̍k,,甘
閿,bûn,,甘
閿,būn,,甘
闀,hāng,,甘
闇,am,,甘
闇,àm,,甘
闈,uî,,甘
闉,ian,,甘
闉,in,,甘
闋,khuat,,甘
闌,lân,,甘
闍,too,,甘
闍,siâ,,甘
闐,thiân,,甘
闑,giat,,甘
闑,gia̍t,,甘
闒,thap,,甘
闓,khai,,甘
闓,khái,,甘
闚,kui,,甘
闞,hám,,甘
闞,khàm,,甘
闟,hip,,甘
闟,khip,,甘
闠,huē,,甘
闣,tòng,,甘
闤,huân,,甘
闥,that,,甘
阜,hū,,甘
阝,hū,,甘
阞,lik,,甘
阡,tshian,,甘
阤,tshí,,甘
阧,tóo,,甘
阨,ik,,甘
阨,lik,,甘
阨,ài,,甘
阪,huán,,甘
阪,pán,,甘
阬,khing,,甘
阭,ún,,甘
阯,tsí,,甘
阱,tsīng,,甘
阳,iông,,甘
阴,im,,甘
阹,khù,,甘
阼,tsòo,,甘
阽,tiàm,,甘
陁,tô,,甘
陂,phi,,甘
陊,tó,,甘
陑,jîng,,甘
陑,jî,,甘
陔,kai,,甘
陗,tshiáu,,甘
陘,hîng,,甘
陘,king,,甘
陘,kìng,,甘
陟,thik,,甘
陡,tóo,,甘
陬,tsoo,,甘
陭,khî,,甘
陲,suî,,甘
陴,pî,,甘
陻,ian,,甘
陻,in,,甘
陼,tsú,,甘
陾,jîng,,甘
陾,jî,,甘
隄,thê,,甘
隅,gû,,甘
隈,ue,,甘
隉,giat,,甘
隋,suî,,甘
隋,tō,,甘
隌,ám,,甘
隌,im,,甘
隒,khiám,,甘
隕,uân,,甘
隕,ún,,甘
隖,oo,,甘
隖,óo,,甘
隗,guí,,甘
隗,uî,,甘
隤,tuê,,甘
隩,hiok,,甘
隭,jîng,,甘
隮,tse,,甘
隮,tsè,,甘
隰,sip,,甘
隴,lóng,,甘
隶,īnn,,甘
隷,lē,,甘
隸,lē,,甘
隹,tsui,,甘
隺,ho̍k,,甘
隼,tsún,,甘
难,lân,,甘
难,lān,,甘
雊,kòo,,甘
雋,tsùn
雋,tshuan,,甘
雋,tsuān
雌,tshu,,甘
雍,iong,,甘
雎,tshu,,甘
雎,tsu,,甘
雒,lo̍k,,甘
雔,siû,,甘
雗,hān,,甘
雘,ok,,甘
雚,kuàn,,甘
雛,tshu,,甘
雝,iong,,甘
雰,hun,,甘
雱,hong,,甘
雱,phong,,甘
雸,kam,,甘
霂,bo̍k,,甘
霄,siau,,甘
霄,siàu,,甘
霅,ap,,甘
霅,io̍k,,甘
霅,sap,,甘
霈,phài,,甘
霉,muî,,甘
霋,tshe,,甘
霍,hok,,甘
霏,hui,,甘
霑,tiam,,甘
霓,gê,,甘
霙,ing,,甘
霛,lîng,,甘
霝,lîng,,甘
霡,bi̍k,,甘
霢,bi̍k,,甘
霤,liù,,甘
霦,pin,,甘
霨,uì,,甘
霩,khok,,甘
霩,kok,,甘
霪,îm,,甘
霫,sip,,甘
霫,si̍p,,甘
霯,tìng,,甘
霰,sàn,,甘
霵,tship,,甘
霼,hí,,甘
霼,hì,,甘
霽,tsè,,甘
霾,bâi,,甘
靄,ái,,甘
靆,tāi,,甘
靉,ái,,甘
靐,pìng,,甘
靑,tshing,,甘
靘,tshing,,甘
靘,tshìng,,甘
靚,tsīng,,甘
靛,tiān,,甘
靡,bí,,甘
靣,biān,,甘
靦,thián,,甘
靧,huè,,甘
靨,iám,,甘
靨,iap,,甘
靪,ting,,甘
靫,tsha,,甘
靮,tik,,甘
靳,khùn,,甘
靳,kìn,,甘
靷,ín,,甘
靸,kip,,甘
靺,bua̍t,,甘
靼,thán,,甘
靽,puàn,,甘
靿,áu,,甘
靿,iàu,,甘
鞃,hông,,甘
鞄,pâu,,甘
鞄,phok,,甘
鞇,in,,甘
鞈,khap,,甘
鞈,kiap,,甘
鞔,buán,,甘
鞔,buân,,甘
鞕,kīng,,甘
鞙,kuan,,甘
鞙,hiân,,甘
鞚,khòng,,甘
鞜,ta̍p,,甘
鞝,tsióng,,甘
鞞,píng,,甘
鞟,kok,,甘
鞣,jiú,,甘
鞣,jiû,,甘
鞤,pang,,甘
鞨,hat,,甘
鞫,kiok,,甘
鞬,kian,,甘
鞬,kiān,,甘
鞮,tê,,甘
鞳,thap,,甘
鞶,phuân,,甘
鞶,puân,,甘
鞸,ūn,,甘
鞹,kok,,甘
鞽,khiau,,甘
鞽,kiâu,,甘
鞾,hia,,甘
鞿,ki,,甘
韁,kiong,,甘
韂,tshiàm,,甘
韃,that,,甘
韈,bia̍t,,甘
韉,tsian,,甘
韎,muī,,甘
韐,kiap,,甘
韔,tiòng,,甘
韔,tiōng,,甘
韗,ūn,,甘
韘,siat,,甘
韙,uí,,甘
韛,pāi,,甘
韜,tho,,甘
韝,koo,,甘
韞,un,,甘
韞,ùn,,甘
韡,uí,,甘
韣,to̍k,,甘
韮,kiú,,甘
韰,hāi,,甘
韱,siam,,甘
韶,siau,,甘
韶,siâu,,甘
韸,hong,,甘
韼,hong,,甘
頄,uân,,甘
頄,kiû,,甘
頄,kuî,,甘
頉,tsik,,甘
頊,hiok,,甘
頍,khuí,,甘
頎,kî,,甘
頎,khún,,甘
頏,hông,,甘
頏,khòng,,甘
頖,phuàn,,甘
頜,hat,,甘
頜,khap,,甘
頞,at,,甘
頟,gi̍k,,甘
頠,kòo,,甘
頠,guí,,甘
頫,hú,,甘
頫,thiàu,,甘
頮,huè,,甘
頰,hiap,,甘
頰,kiap,,甘
頲,thíng,,甘
頳,tshing,,甘
頴,íng,,甘
顄,hâm,,甘
顆,khò,,甘
顒,hiông,,甘
顒,iông,,甘
顓,tshuan,,甘
顓,tsuan,,甘
顕,hián,,甘
顗,khái,,甘
顗,khí,,甘
顗,gí,,晉波
顡,gē,,甘
顡,gī,,甘
顢,buân,,甘
顣,tshik,,甘
顣,tshiok,,甘
顥,hō,,甘
顦,tsiâu,,甘
顫,tsian,,甘
顫,tsiàn,,甘
顰,pîn,,甘
顱,lôo,,甘
顳,jiap,,甘
颩,piu,,甘
颫,hû,,甘
颬,hâ,,甘
颭,tsiam,,甘
颮,pâu,,甘
颮,phiau,,甘
颯,sap,,甘
颰,hut,,甘
颲,lia̍t,,甘
颳,kuat,,甘
颶,kū,,甘
颸,su,,甘
颻,iâu,,甘
颼,soo,,甘
颿,hông,,甘
飀,liû,,甘
飂,liâu,,甘
飂,liû,,甘
飜,huan,,甘
飡,tshan,,甘
飣,tìng,,甘
飥,thok,,甘
飦,tsian,,甘
飦,kan,,甘
飩,tûn,,甘
飩,tūn,,甘
飪,jím,,甘
飭,thik,,甘
飴,sū,,甘
飶,pit,,甘
飶,pi̍t,,甘
餀,ngāi,,甘
餁,jím,,甘
餂,thiám,,甘
餂,tiâm,,甘
餄,kiap,,甘
餈,tsû,,甘
餑,pu̍t,,甘
餔,pôo,,甘
餔,pōo,,甘
餕,tsùn,,甘
餖,tōo,,甘
餗,sok,,甘
餚,ngâu,,甘
餛,hûn,,甘
餛,khun,,甘
餜,kó,,甘
餟,tuat,,甘
餟,tsuè,,甘
餤,tâm,,甘
餦,tsiong,,甘
餧,lué,,甘
餧,uí,,甘
餪,luán,,甘
餫,ūn,,甘
餬,hôo,,甘
餬,ôo,,甘
餭,hông,,甘
餮,thiat,,甘
餯,sióng,,甘
餱,hôo,,甘
餱,hô,,甘
餲,ái,,甘
餳,tshing,,甘
餳,king,,甘
餳,sing,,甘
餳,thông,,甘
餳,tông,,甘
餴,hun,,甘
餵,uì,,甘
餻,ko,,甘
餼,hì,,甘
餽,kuī,,甘
饁,iap,,甘
饈,siu,,甘
饉,kīn,,甘
饊,sán,,甘
饌,tsuān,,甘
饎,tshì,,甘
饎,hi,,甘
饐,it,,甘
饑,ki,,甘
饔,iong,,甘
饕,tho,,甘
饖,uè,,甘
饘,tsian,,甘
饙,hun,,甘
饜,iàm,,甘
饝,môo,,甘
饞,tshâm,,甘
饟,siong,,甘
馗,kuî,,甘
馘,hi̍k,,甘
馚,hûn,,甘
馜,ní,,甘
馞,phut,,甘
馞,pu̍t,,甘
馡,hui,,甘
馡,huí,,甘
馢,tsian,,甘
馥,hok,,甘
馧,un,,甘
馩,hûn,,甘
馭,gū,,甘
馮,hông,,甘
馮,pâng,,甘
馮,pîn,,甘
馮,pông,,甘
馰,tik,,甘
馱,tô,,甘
馲,lo̍k,,甘
馲,thok,,甘
馵,tsù,,甘
馹,ji̍t,,甘
馺,ki̍p,,甘
馺,sap,,甘
馽,tsip,,甘
駃,kuat,,甘
駉,kíng,,甘
駏,kū,,甘
駑,lôo,,甘
駒,khu,,甘
駓,phi,,甘
駔,tsóo,,甘
駔,tsóng,,甘
駘,tâi,,甘
駘,thai,,甘
駘,thāi,,甘
駙,hū,,甘
駜,pī,,甘
駜,pit,,甘
駟,sù,,甘
駠,liû,,甘
駡,mā,,甘
駢,piân,,甘
駣,tiāu,,甘
駥,jiông,,甘
駥,siong,,甘
駪,sin,,甘
駬,jínn,,甘
駭,hái,,甘
駮,pak,,甘
駰,in,,甘
駵,liû,,甘
駸,tshim,,甘
駹,bâng,,甘
駻,hān,,甘
駼,tôo,,甘
駽,hiân,,甘
駾,thuè,,甘
騁,phìng,,甘
騂,sin,,甘
騃,gái,,甘
騄,lio̍k,,甘
騅,tsui,,甘
騇,sià,,甘
騈,piân,,甘
騋,lâi,,甘
騍,khò,,甘
騏,kî,,甘
騐,giām,,甘
