義項id,詞目漢字,解說,對應義項id,對應詞目漢字,對應解說
,洘旱,大旱、旱災。長期不雨所造成的嚴重乾旱。,,淹水,被水覆蓋。
,洘旱,大旱、旱災。長期不雨所造成的嚴重乾旱。,,做水,淹水、鬧水災。
,洘流,退潮。,,滇流,漲潮。地球上的海洋表面受到太陽和月球的引力（潮汐力）作用引起的海水面上升的現象。
,洘流,退潮。,,飽流,漲潮。
,歪膏揤斜,歪七扭八。歪斜不正的樣子。,,四正,四方端正、不偏不倚。
,活,生存。,,死亡,喪失生命。
,活,生存。,,過氣,斷氣。死亡。
,活水,有源頭、會流動的水。,,死窟仔水,死水。停聚而不能流通的水。
,流行,時興。盛行於當時。,,過時,退流行，不合時宜。
,流行,時興。盛行於當時。,,古早味,指令人懷念具傳統風味的事物。
,活結,一拉就開的繩結。,,死結,無法一拉就解開的繩結。
,活會,由會員共同組成的儲蓄會，定期集會，繳納會款，每次輪由付出最高利息的人取得該期儲金。可分為內標與外標兩種形式。其中稱尚未標下的為「活會」。,,死會,由會員共同組成的儲蓄會，定期集會，繳納會款，每次輪願意付出最高利息的人標得該期會款。可分為內標與外標兩種形式。其中已經得標的會員稱為「死會」。
,活會,指男女未婚。,,死會,指已結婚、訂婚或有固定男女朋友的人。
,活路,生路。,,死路,比喻死亡之路。
,活路,生路。,,絕路,死路，走不通的路。
,活跳跳,活蹦亂跳、活力充沛的樣子。,,死殗殗,死氣沉沉、要死不活。
,活跳跳,活蹦亂跳、活力充沛的樣子。,,欲死盪幌,死氣沉沉、精神萎靡不振。
,活跳跳,活蹦亂跳、活力充沛的樣子。,,欲死盪幌,沒有生機。
,活潑,生動而不呆板。,,死板,古板、刻板。僵化不知變通。
,活潑,生動而不呆板。,,柴頭,呆板。形容一個人木訥、不解風情。
,活錢,能被拿來使用的款項。相對於「死錢」(sí-tsînn)而言。,,死錢,藏在身旁不加以運用的錢財。
,相連紲,連續、連串。一個接著一個，接連不斷。,,斷站,指做某件事或工程，因故於進行中停止或擱置。
,看人無,瞧不起人。,,看重,重視、著重。
,看人無,瞧不起人。,,看會起,看重、看得起；一般視為離合詞。
,看人無,瞧不起人。,,重視,注重。特別注意。
,看有起,看重、看得起；一般視為離合詞。,,看衰,瞧不起、看扁。
,看有起,看重、看得起；一般視為離合詞。,,看袂起,瞧不起。
,看有起,看重、看得起；一般視為離合詞。,,看無起,瞧不起、看扁。
,看有起,看重、看得起；一般視為離合詞。,,看輕,輕視。
,看有起,看重、看得起；一般視為離合詞。,,無夠重,不夠重、重量不足，也引申為看不起人。
,看重,重視、著重。,,看人無,瞧不起人。
,看重,重視、著重。,,看衰,瞧不起、看扁。
,看重,重視、著重。,,看袂起,瞧不起。
,看重,重視、著重。,,看輕,輕視。
,看重,重視、著重。,,輕視,歧視、看不起。用不公平的眼光、角度看待別人。
,看重,重視、著重。,,看袂上目,看不上眼、輕視。
,秋凊,涼爽。清涼舒爽。,,漚翕,天氣悶熱，空氣又不流通。
,看衰,瞧不起、看扁。,,看有起,看重、看得起；一般視為離合詞。
,看衰,瞧不起、看扁。,,看重,重視、著重。
,看衰,瞧不起、看扁。,,看會起,看重、看得起；一般視為離合詞。
,看袂起,瞧不起。,,看有起,看重、看得起；一般視為離合詞。
,看袂起,瞧不起。,,看重,重視、著重。
,看袂起,瞧不起。,,看會起,看重、看得起；一般視為離合詞。
,看袂起,瞧不起。,,重視,注重。特別注意。
,看袂起,瞧不起。,,尊敬,敬重、尊崇。
,看無起,瞧不起、看扁。,,看有起,看重、看得起；一般視為離合詞。
,看無起,瞧不起、看扁。,,看會起,看重、看得起；一般視為離合詞。
,看無起,瞧不起、看扁。,,重視,注重。特別注意。
,看會起,看重、看得起；一般視為離合詞。,,看人無,瞧不起人。
,看會起,看重、看得起；一般視為離合詞。,,看衰,瞧不起、看扁。
,看會起,看重、看得起；一般視為離合詞。,,看袂起,瞧不起。
,看會起,看重、看得起；一般視為離合詞。,,看無起,瞧不起、看扁。
,看會起,看重、看得起；一般視為離合詞。,,看輕,輕視。
,看會起,看重、看得起；一般視為離合詞。,,看袂上目,看不上眼、輕視。
,看輕,輕視。,,看有起,看重、看得起；一般視為離合詞。
,看輕,輕視。,,看重,重視、著重。
,看輕,輕視。,,看會起,看重、看得起；一般視為離合詞。
,看輕,輕視。,,重視,注重。特別注意。
,紅牙,紅潤。豐滿而帶有紅色的光澤。本詞目常重疊使用。,,白死殺,形容人的臉色蒼白，沒有血色。
,紅帖仔,喜帖。請人參加婚禮的請帖。,,白帖仔,訃聞。報告喪事的帖子。
,耐性,能忍耐、不急躁的個性 。,,急性,性情急躁。
,紅膏赤蠘,臉色紅潤，形容身體健康。,,白死殺,形容人的臉色蒼白，沒有血色。
,美麗,形容女子容貌漂亮、俏麗。,,歹看,難看的、醜陋的。
,美麗,形容女子容貌漂亮、俏麗。,,䆀,醜陋。
,茂,草木繁盛的樣子。,,焦蔫,植物因缺少水分或營養而枯萎。
,茂,草木繁盛的樣子。,,枯焦,枯乾。
,苦毒,虐待。以苛刻殘暴的態度對待他人。,,疼惜,疼惜。疼愛、憐惜。
,苦毒,虐待。以苛刻殘暴的態度對待他人。,,疼痛,疼愛、關切憐惜。
,重敧爿,指不平衡、輕重不一或不公平。,,四伨,平衡、平均。
,重視,注重。特別注意。,,看人無,瞧不起人。
,重視,注重。特別注意。,,看袂起,瞧不起。
,重視,注重。特別注意。,,看無起,瞧不起、看扁。
,重視,注重。特別注意。,,看輕,輕視。
,重視,注重。特別注意。,,輕視,歧視、看不起。用不公平的眼光、角度看待別人。
,重視,注重。特別注意。,,看袂上目,看不上眼、輕視。
,重頭輕,一邊重，一邊輕，指兩頭的重量不平均。,,四伨,平衡、平均。
,食奶,吃奶。指初生嬰兒的飲食行為。,,斷奶,嬰孩或幼小的哺乳類停止吸食母乳，改吃別種食物。
,食命,靠命運好而坐享清福。,,業命,勞碌命。
,食苦,吃苦。,,享受,享有受用。
,面頂,上面。,,下底,下面、底下。與「頂面」(tíng-bīn)相對。
,面頂,上面。,,下跤,下面、底下。
,食菜,吃素、茹素。有人因宗教或健康等因素而不攝取肉類蛋白，稱作吃素。,,食臊,茹葷。進食肉類和蔥、蒜、韭等具有辛辣氣味的蔬菜食物。
,面憂面結,愁眉苦臉。形容憂傷、愁苦的神色。,,歡頭喜面,歡天喜地。臉上洋溢著非常高興的表情。
,面頭前,眼前、面前。,,尻川後,背後、後面。
,面頭前,眼前、面前。,,後面,人體或物體背面、靠後的部分。
,食臊,茹葷。進食肉類和蔥、蒜、韭等具有辛辣氣味的蔬菜食物。,,食菜,吃素、茹素。有人因宗教或健康等因素而不攝取肉類蛋白，稱作吃素。
,食臊,茹葷。進食肉類和蔥、蒜、韭等具有辛辣氣味的蔬菜食物。,,素食,吃素。不食用葷腥的食物。
,倒,左邊。,,正,右邊。
,值,比得過、比得上。,,毋值,不如、比不上。
,准,允許、許可。,,毋准,不允許、不答應。
,冤仇人,仇人、冤家。,,恩情人,恩人、對自己有恩的人。
,倒手,左手。,,正手,右手。
,倒手爿,左邊、左側。,,正手爿,右邊。
,倒手爿,左邊、左側。,,正爿,右邊。方位名。與「左邊」相對。
,倒爿,左邊、左側。,,正手爿,右邊。
,倒爿,左邊、左側。,,正爿,右邊。方位名。與「左邊」相對。
,倒面,左面、左邊。,,正爿,右邊。方位名。與「左邊」相對。
,倒面,背面、反面。,,正面,身體五官的那一面、物體的外表或上層。
,倒退,倒退。往後退。,,向前,往前、向著前方。
,倒退,倒退。往後退。,,進前,向前、前進。
,值得,所付出的代價和所得到的回報相當。,,毋值,不值得。
,倒貼,虧本、賠本。,,省本,節省成本。
,借錢,借用金錢款項。,,討數,討債。索還欠款。
,借錢,借用金錢款項。,,還數,還債。償還所積欠的債款。
,借錢,借用金錢款項。,,還錢,償還所欠下的金錢。
,凍霜,形容一個人吝嗇、小氣，過分節省。,,大方,慷慨不小氣。
,倒覆,俯臥、趴下。臉朝下的臥倒。,,坦笑,面朝上。
,厝主,房東。出租房屋的人。,,厝跤,房客。租房屋住的人。
,原本,本來、原先。,,尾仔,最後、後來。也讀為輕聲bué--á/bé--á。
,原本,本來、原先。,,路尾,後來、最後。
,厝跤,房客。租房屋住的人。,,厝主,房東。出租房屋的人。
,厝跤,房客。租房屋住的人。,,厝頭家,房東。出租房屋的人。
,厝頭家,房東。出租房屋的人。,,厝跤,房客。租房屋住的人。
,匪類,指人任意蹧蹋物資，不加節制。,,虯儉,節儉、節約、儉省。
,匪類,指人任意蹧蹋物資，不加節制。,,儉儉仔用,節用、節儉、節省。
,夏,一年中的第二季。,,冬,一年中的第四季。
,套,將遮蓋物覆蓋在實際物品的外面。,,敨,打開、解開。
,害,故意使別人遭受不幸。,,救,幫助人或動物等脫離困境、險境或是解除生命危機。
,師,指具有專門技術，而能傳承技藝、教導學生的人。,,師仔,指徒弟或小學徒。
,師父,對老師的尊稱。,,徒弟,門生、學徒。指跟從師傅學習的人。
,屘仔,老么。稱謂。家中排行最小的孩子。,,大囝,長子、大兒子。稱謂。對長子的稱呼。
,屘仔,老么。稱謂。家中排行最小的孩子。,,大漢囝,長子、長男。
,師仔,指徒弟或小學徒。,,師,指具有專門技術，而能傳承技藝、教導學生的人。
,師仔,指徒弟或小學徒。,,師傅,稱懷有專門技藝的人。
,師仔,指徒弟或小學徒。,,先的,對於在其專業領域為德高望重者的敬稱。
,屘囝,家中排行最小的孩子。,,大囝,長子、大兒子。稱謂。對長子的稱呼。
,屘囝,家中排行最小的孩子。,,大漢囝,長子、長男。
,家後,妻子、太太。,,夫,婚後女子對男子的稱謂。
,家後,妻子、太太。,,查埔人,丈夫、老公。
,家後,妻子、太太。,,翁婿,丈夫。稱謂。妻子對他人稱自己的丈夫。
,崁頂,山崖上。,,崁跤,懸崖下。
,師傅,稱懷有專門技藝的人。,,二手,副手、助手、助理。技術工作中的助手、協助處理事務的人。
,師傅,稱懷有專門技藝的人。,,師仔,指徒弟或小學徒。
,師傅,稱懷有專門技藝的人。,,徒弟,門生、學徒。指跟從師傅學習的人。
,崁跤,懸崖下。,,崁頂,山崖上。
,弱,體力或能力差。與強相對。,,強,健壯、厲害。
,徒弟,門生、學徒。指跟從師傅學習的人。,,師父,對老師的尊稱。
,徒弟,門生、學徒。指跟從師傅學習的人。,,師傅,稱懷有專門技藝的人。
,捒,推。,,搝,拉扯。
,時行,流行、時髦。,,落伍,原意是指行動緩慢，跟不上隊伍。後來常用來比喻事物、行為、思想等跟不上時代潮流。
,時行,流行、時髦。,,過時,退流行，不合時宜。
,時行,流行、時髦。,,退時,過氣、不再流行、不再受歡迎。
,時行,流行、時髦。,,古早味,指令人懷念具傳統風味的事物。
,晏,晚、遲。,,早,不晚、不遲。
,桌頂,桌上。,,桌跤,桌子底下。
,桌跤,桌子底下。,,桌頂,桌上。
,柴頭,呆板。形容一個人木訥、不解風情。,,活潑,生動而不呆板。
,柴頭,呆板。形容一個人木訥、不解風情。,,健丟,伶俐、靈活。形容小孩子天真活潑、動作俐落。
,浮,漂在水面上或半空中。,,沉,往下落入水中。
,浪費,沒有節制、無益的耗費。,,虯儉,節儉、節約、儉省。
,浪費,沒有節制、無益的耗費。,,減省,儉省、節省。
,浪費,沒有節制、無益的耗費。,,節省,節約。
,浪費,沒有節制、無益的耗費。,,節儉,節省儉用。
,浪費,沒有節制、無益的耗費。,,儉儉仔用,節用、節儉、節省。
,海漲,漲潮。在潮汐中，海面水位上升，或該時段的通稱。主要因太陽、月亮的引力作用而形成。,,水洘,退潮。
,海線,沿著海岸的交通路線。,,山線,穿越山區的交通路線。
,烏,顏色名。指黑色。,,白,顏色名。像雪或乳汁般素淨的顏色。
,狹,細小，不寬鬆。,,闊,寬大、寬鬆、寬廣。
,消失,指事物逐漸減少以至完全沒有。,,存在,持續占據時間或空間，沒有滅亡的現象。
,烏狗,形容時髦新潮的男子。通常稱為「烏狗兄」(oo-káu-hiann)。,,烏貓姊仔,稱打扮時髦的女人。另指時髦的男人為「烏狗兄」(oo-káu-hiann)。
,烏狗兄,穿著時髦的男人。另指稱時髦的女人為「烏貓」(oo-niau)、「烏貓姊仔」(oo-niau-tsí--á)。,,烏貓,形容時髦的女子。
,烏狗兄,穿著時髦的男人。另指稱時髦的女人為「烏貓」(oo-niau)、「烏貓姊仔」(oo-niau-tsí--á)。,,烏貓姊仔,稱打扮時髦的女人。另指時髦的男人為「烏狗兄」(oo-káu-hiann)。
,特殊,特別。不同於一般，不平常的事物。,,平常,形容一點也沒有值得奇怪或驚訝的地方。
